ISBN10,Author,reviews_count,seller_name,Title,categories
1912714078,by Emily Bronte (Author),13451,"GF Books, Inc.",Wuthering Heights (Chiltern Classic),"[""Books"",""Crafts, Hobbies & Home"",""Antiques & Collectibles""]"
1912714329,by Mary Shelley (Author),11198,Amazon,Frankenstein (Chiltern Classic),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1912714701,Charles Dickens,12865,Amazon,A Christmas Carol (Chiltern Classic),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1912714949,Frances Hodgson Burnett,10041,Amazon,The Secret Garden (Chiltern Classic),"[""Books"",""Crafts, Hobbies & Home"",""Antiques & Collectibles""]"
1913419657,Jeneva Rose,11504,Goodwill Charlotte Books,The Perfect Marriage: a completely gripping psychological suspense,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1913484009,Guinness World Records,16119,Fanci Innovations LLCFanci Innovations LLCVMG Books & Media,Guinness World Records 2021,"[""Books"",""Humor & Entertainment"",""Trivia & Fun Facts""]"
1936096862,Christopher Hart,10357,Amazon Warehouse,The Master Guide to Drawing Anime: How to Draw Original Characters from Simple Templates (Volume 1),"[""Books"",""Teen & Young Adult"",""Art, Music & Photography""]"
1936594390,Oscar Wilde,10147,Amazon,The Picture of Dorian Gray,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction""]"
1936830884,Charles Dickens,12865,Amazon,A Christmas Carol: With Original Illustrations In Full Color,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]"
1936891026,Steven Pressfield,11425,Little Tahoma Books,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,"[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
1938895274,Michael Matthews,10392,Fannie-JeanFannie-JeanJenson Books Inc,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,"[""Books"",""Health, Fitness & Dieting"",""Exercise & Fitness""]"
1938895304,Michael Matthews,10392,Dio Evolutions,Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,"[""Books"",""Health, Fitness & Dieting"",""Exercise & Fitness""]"
1939438551,George S. Clason,21870,Academic Book Solutions,Richest Man in Babylon - Original Edition,"[""Books"",""Business & Money"",""Business Culture""]"
1926444256,"by Emily Bronte (Author), Paper Mill Press (Author)",13451,BookOutlet USABookOutlet USAMartistore,"Wuthering Heights Emily Bronte Classic Novel (Love, Loss and Vengeance, Required Literature), Ribbon Page Marker, Perfect for Gifting","[""Books"",""Literature & Fiction"",""Dramas & Plays""]"
1943200106,M.H. Clark,11854,Amazon,"I Wrote a Book About You — A fun, fill-in-the-blank book.","[""Books"",""Self-Help"",""Relationships""]"
1943330085,Zack Zombie,10062,EZSHOP7,Diary of a Minecraft Zombie Book 1: A Scare of a Dare,"[""Books"",""Children's Books"",""Science Fiction & Fantasy""]"
1943330123,Zack Zombie,10062,Amazon,Diary of a Minecraft Zombie Book 1: A Scare of a Dare,"[""Books"",""Children's Books"",""Computers & Technology""]"
1939754445,Jen Fisch,13765,Goodwill of Colorado,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]"
9.78E+12,Crystal Chatterton,12531,Amazon,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),"[""Books"",""Children's Books"",""Science, Nature & How It Works""]"
1939754984,by Tanya Emelyanova (Illustrator),15197,Amazon,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)","[""Books"",""Children's Books"",""Activities, Crafts & Games""]"
1943451524,Stephanie Middleberg MS RD CDN,10104,Surfin' Jonny's Used Books.,"The Big Book of Organic Baby Food: Baby Purées, Finger Foods, and Toddler Meals For Every Stage (Organic Foods for Baby and Toddler)","[""Books"",""Cookbooks, Food & Wine"",""Cooking by Ingredient""]"
1945710799,MantraCraft,13531,ZBK Books,Adult Coloring Book: Stress Relieving Animal Designs,"[""Books"",""Arts & Photography"",""Graphic Design""]"
1940026016,A.G. Riddle,23342,Ornelas People,"The Atlantis Gene: A Thriller (The Origin Mystery, Book 1)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1940026032,A.G. Riddle,10215,Rebel used books and antiques,"The Atlantis Plague: A Thriller (The Origin Mystery, Book 2)","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
9.78E+12,Helen Hardt,24712,R&K Accounting,Craving (1) (Steel Brothers Saga),"[""Books"",""Literature & Fiction"",""Erotica""]"
1948703947,America's Test Kitchen,12845,Amazon,"The Complete Mediterranean Cookbook Gift Edition: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day","[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]"
1940352649,America's Test Kitchen,12845,Fridays Store,"The Complete Mediterranean Cookbook: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day (The Complete ATK Cookbook Series)","[""Books"",""Cookbooks, Food & Wine"",""Regional & International""]"
1941325823,Shannon Roberts,36756,Amazon,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal","[""Books"",""Religion & Spirituality"",""Worship & Devotion""]"
1945260793,"by Adult Coloring Books (Author), Swear Word Coloring Book (Author), Adult Colouring Books (Author) & 0 more",13420,Amazon,50 Shades Of Bullsh*t,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]"
1984801252,Glennon Doyle,56480,MjTreasuresCT,Untamed,"[""Books"",""Christian Books & Bibles"",""Christian Living""]"
1952457009,Jennifer L. Armentrout,29970,Glids Music and Books,From Blood and Ash (Blood And Ash Series),"[""Books"",""Science Fiction & Fantasy"",""Fantasy""]"
1952457114,Jennifer L. Armentrout,27504,Amazon,A Kingdom of Flesh and Fire: A Blood and Ash Novel (Blood And Ash Series),"[""Books"",""Romance"",""Paranormal""]"
1952457238,Lucinda Riley,11718,Amazon,The Missing Sister,"[""Books"",""Romance"",""Historical""]"
1952457254,Jennifer L. Armentrout,21807,Blessed Book,The Crown of Gilded Bones (Blood And Ash Series),"[""Books"",""Romance"",""Paranormal""]"
1984806734,Emily Henry,21619,Clickgoodwill,Beach Read,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1984806750,Emily Henry,22813,LOT 27,People We Meet on Vacation,"[""Books"",""Literature & Fiction"",""Women's Fiction""]"
1973749122,Elias Hill,11288,Jenson Books Inc.,"101 So Bad, They're Good Dad Jokes","[""Books"",""Humor & Entertainment"",""Humor""]"
1948209004,Paper Peony Press,17863,Blue Vase Books,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,"[""Books"",""Arts & Photography"",""Graphic Design""]"
1948209152,Modern Kid Press,12104,Amazon,"Number Tracing Book for Preschoolers and Kids Ages 3-5: Trace Numbers Practice Workbook for Pre K, Kindergarten and Kids Ages 3-5 (Math Activity Book)","[""Books"",""Children's Books"",""Education & Reference""]"
1948209543,Modern Kid Press,13750,"GF Books, Inc.","Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade","[""Books"",""Children's Books"",""Literature & Fiction""]"
194820956X,by Modern Kid Press (Author),10206,Yellow Book Sales,The 3 Minute Gratitude Journal for Kids: A Journal to Teach Children to Practice Gratitude and Mindfulness,"[""Books"",""Children's Books"",""Arts, Music & Photography""]"
1948209608,Modern Kid Press,10285,Amazon,"Scissor Skills Preschool Workbook for Kids: A Fun Cutting Practice Activity Book for Toddlers and Kids ages 3-5: Scissor Practice for Preschool ... 40 Pages of Fun Animals, Shapes and Patterns","[""Books"",""Children's Books"",""Activities, Crafts & Games""]"
1948209888,Modern Kid Press,15173,Goodwill Minnesota,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep","[""Books"",""Children's Books"",""Education & Reference""]"
1948209934,Modern Kid Press,13081,glenthebookseller,Kindergarten Math Workbook: Kindergarten and 1st Grade Workbook Age 5-7 | Homeschool Kindergarteners | Addition and Subtraction Activities + Worksheets,"[""Books"",""Children's Books"",""Education & Reference""]"
1984818376,Jodi Picoult,14041,Missouri_Goodwill_Industries,The Book of Two Ways: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1984818465,Lee ChildAndrew Child,47883,Big Book Guy,The Sentinel: A Jack Reacher Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
1984818481,Lee ChildAndrew Child,47883,Clickgoodwill,The Sentinel: A Jack Reacher Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
1984818503,Lee Child,17655,California Books 1983,Better Off Dead A Jack Reacher Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
1984819585,John Grisham,17530,-OnTimeBooks-,The Reckoning: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1984819909,Lisa Wingate,14440,-OnTimeBooks-,The Book of Lost Friends: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
198482015X,Isabel Allende,10398,Bay State Book Company,A Long Petal of the Sea: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1984822187,Sally Rooney,32937,Martistore,Normal People: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1950968332,Shannon Roberts,36756,HPB-Diamond,"Prayer Journal for Women: 52 Week Scripture, Devotional, & Guided Prayer Journal","[""Books"",""Christian Books & Bibles"",""Christian Living""]"
1951025083,Crazy Corey,14793,Clean Earth Books,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,"[""Books"",""Children's Books"",""Activities, Crafts & Games""]"
1999896963,Silly Bear,16649,Amazon,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),"[""Books"",""Children's Books"",""Arts, Music & Photography""]"
198482564X,Gina Homolka,10854,kichoyproductions,The Skinnytaste Air Fryer Cookbook: The 75 Best Healthy Recipes for Your Air Fryer,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]"
1982101946,Laura Clery,13927,Nature Coast Sold LLC,Idiot: Life Stories from the Creator of Help Helen Smash,"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]"
1982101954,Laura Clery,13927,HPB-Emerald,Idiot: Life Stories from the Creator of Help Helen Smash,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
1984880985,Richard Osman,67564,gwspokanebooks,The Thursday Murder Club: A Novel (A Thursday Murder Club Mystery),"[""Books"",""Literature & Fiction"",""British & Irish""]"
1984881663,Ashley Audrain,18598,BrainyStill,The Push: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1982110562,Stephen King,28371,Steel City Sales,The Institute: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1982110570,Stephen King,28371,Hippo Books,The Institute: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1982110589,Stephen King,28371,LiquidationFactor,The Institute: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1982110996,Stephen Chbosky,19215,Goodwill of Orange County,The Perks of Being a Wallflower: 20th Anniversary Edition,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
1976436184,by Pretty Simple Press (Author),25061,Clean Earth Books,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,"[""Books"",""Self-Help"",""Creativity""]"
1982127791,Stephen King,20946,Amazon,It: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
2376190029,Alex Fleming,13420,Amazon,50 Shades Of Bullsh*t: Dark Edition: Swear Word Coloring Book,"[""Books"",""Crafts, Hobbies & Home"",""Crafts & Hobbies""]"
1984898876,Maggie O'Farrell,25957,Wa Tacoma Goodwill Olympics Rainier Region,Hamnet,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
198213173X,Bob Woodward,32791,Amazon Warehouse,Rage,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
1982131802,Stephen King,21735,K&L SALES L.L.C.,Doctor Sleep,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
198213190X,Kristin Harmel,11063,Treasures & Goods,The Book of Lost Names,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1982133279,Candace Owens,20268,Momma's Media,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
1982134488,Jay Shetty,24871,Amazon,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,"[""Books"",""Health, Fitness & Dieting"",""Alternative Medicine""]"
1982137347,Lisa Jewell,11940,Lightning Bug Sellers,Invisible Girl: A Novel,"[""Books"",""Literature & Fiction"",""Women's Fiction""]"
1982137444,Rebecca Serle,23125,Vivé Liber Books LLC,In Five Years: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1982137452,Rebecca Serle,23125,REadCYCLE,In Five Years: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1982137975,Stephen King,21075,-OnTimeBooks-,If It Bleeds,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
1982139137,Sister Souljah,15284,Goodwill Gulf Coast,Life After Death: A Novel,"[""Books"",""Literature & Fiction"",""United States""]"
1982141468,by Mary L. Trump Ph.D. (Author),100137,Murfbooks,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
1982148039,by John Bolton (Author),48992,"1UP Video Games, Books & DVDs",The Room Where It Happened: A White House Memoir,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
1982149973,Sean Hannity,23438,SRS Company,Live Free Or Die: America (and the World) on the Brink,"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
1982151242,Stephanie Winston Wolkoff,11990,Zoey DistributionsZoey DistributionsGREENWORLD BOOKS,Melania and Me: The Rise and Fall of My Friendship with the First Lady,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
1977841651,Elias Hill,11288,Amazon,"101 So Bad, They're Good Dad Jokes: Golf Edition","[""Books"",""Humor & Entertainment"",""Humor""]"
1982154853,Janet Evanovich,20109,drg products,Fortune and Glory: Tantalizing Twenty-Seven (Stephanie Plum),"[""Books"",""Literature & Fiction"",""Humor & Satire""]"
1982157992,Alex Trebek,10616,Fast Books Now,The Answer Is . . .: Reflections on My Life,"[""Books"",""Biographies & Memoirs"",""Arts & Literature""]"
1982158115,Jack Carr,11963,MjTreasuresCT,The Terminal List: A Thriller,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
1982159375,Stephen King,10656,glenthebookseller,On Writing: A Memoir of the Craft (Reissue),"[""Books"",""Reference"",""Writing, Research & Publishing Guides""]"
1982164883,Kyle Mills,11384,Kevabooks,Enemy at the Gates (20) (A Mitch Rapp Novel),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1982173610,Stephen King,26466,TLF Company,Billy Summers,"[""Books"",""Literature & Fiction"",""Action & Adventure""]"
198217367X,Louise PennyHillary Rodham Clinton,11771,Amazon,State of Terror: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
1982182911,Bob Woodward,12659,Vivé Liber Books LLC,Peril,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People""]"
1979369658,Share The Love Gifts,10545,Clickgoodwill,Dad Jokes: Terribly Good Dad Jokes,"[""Books"",""Humor & Entertainment"",""Humor""]"
1989201512,Sun Tzu,18897,Martistore,The Art of War,"[""Books"",""Politics & Social Sciences"",""Philosophy""]"
3903352608,Sun Tzu,18897,Amazon,The Art of War,"[""Books"",""Engineering & Transportation"",""Engineering""]"
9176374882,Karl MarxFriedrich Engels,10614,Amazon Warehouse,Communist Manifesto (Chiron Academic Press - The Original Authoritative Edition) (2016),"[""Books"",""Politics & Social Sciences"",""Politics & Government""]"
9.79E+12,"by The Committee on Nomenclature and Statistics of the American Psychiatric Association (Author), Chairman Ernest M Gruenberg (Editor)",10487,Del viewDel viewBooks N Media,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","[""Books"",""Health, Fitness & Dieting"",""Psychology & Counseling""]"
9.79E+12,Wonder House Books,34157,Amazon Warehouse,My First Library : Boxset of 10 Board Books for Kids,"[""Books"",""Children's Books"",""Education & Reference""]"
9388118359,George S. Clason,21870,Amazon,The Richest Man in Babylon (Deluxe Hardbound Edition),"[""Books"",""Business & Money"",""Economics""]"
9388841107,George Orwell,26096,Amazon,Animal Farm,"[""Books"",""Christian Books & Bibles"",""Literature & Fiction""]"
9389440181,Madeleine L'Engle,10230,Amazon,A Wrinkle in Time,"[""Books"",""Children's Books"",""Science Fiction & Fantasy""]"
,"Laura Clery (Author, Narrator), Simon & Schuster Audio (Publisher)",13927,Amazon,Idiot: Essays,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Rich & Famous""]"
,"Colleen Hoover (Author), Vanessa Johansson (Narrator), Amy Landon (Narrator), Audible Studios (Publisher) & 1 more",42924,Amazon,Verity,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,"Lori Gottlieb (Author), Brittany Pressley (Narrator), Audible Studios (Publisher) & 0 more",15836,Amazon,"Maybe You Should Talk to Someone: A Therapist, HER Therapist, and Our Lives Revealed","[""Books"",""Self-Help"",""Relationships"",""Love & Romance""]"
,Napoleon Hill,57412,Amazon,Think and Grow Rich,"[""Books"",""Crafts, Hobbies & Home"",""Antiques & Collectibles""]"
,"Neil Gaiman (Author), Terry Pratchett (Author), Rebecca Front (Narrator), Michael Sheen (Narrator), David Tennant (Narrator), Katherine Kingsley (Narrator), Arthur Darvill (Narrator), Peter Forbes (Narrator), Gabrielle Glaister (Narrator), Louis Davison (Narrator), Pixie Davies (Narrator), Chris Nelson (Narrator), Ferdinand Frisby Williams (Narrator), Adjoa Andoh (Narrator), Allan Corduner (Narrator), Kobna Holdbrook-Smith (Narrator), Josh Hopkins (Narrator), HarperAudio (Publisher) & 15 more",14729,Amazon,Good Omens: A Full Cast Production,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Occult""]"
,Ijeoma Oluo,11598,Amazon,So You Want to Talk About Race,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
,"Sonia Purnell (Author), Juliet Stevenson (Narrator), Penguin Audio (Publisher) & 0 more",10880,Amazon,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,"[""Books"",""Biographies & Memoirs"",""Historical"",""Europe"",""France""]"
,"Lori Gottlieb (Author), Brittany Pressley (Narrator), Bolinda Publishing Pty Ltd (Publisher) & 0 more",15836,Amazon,Maybe You Should Talk to Someone,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics"",""Social Scientists & Psychologists""]"
,Heather Morris,17630,Amazon,Cilka's Journey: A Novel (Tattooist of Auschwitz Book 2),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Heather Morris (Author), Louise Brealey (Narrator), Macmillan Audio (Publisher) & 0 more",17630,Amazon,Cilka's Journey,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Jewish""]"
,"Robert T. Kiyosaki (Author), Tom Parks (Narrator), Brilliance Audio (Publisher) & 0 more",63996,Amazon,Rich Dad Poor Dad: 20th Anniversary Edition: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"[""Books"",""Business & Money"",""Personal Finance""]"
,"Gregg Olsen (Author), Karen Peakes (Narrator), Scott Merriman (Narrator), Katie Koster (Narrator), P. J. Ochlan (Narrator), Brilliance Audio (Publisher) & 3 more",10452,Amazon,Lying Next to Me,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Psychological""]"
,"Robert Iger (Author, Narrator), Jim Frangione (Narrator), Random House Audio (Publisher) & 0 more",11741,Amazon,The Ride of a Lifetime: Lessons Learned from 15 Years as CEO of the Walt Disney Company,"[""Books"",""Humor & Entertainment"",""Movies"",""Video"",""Direction & Production""]"
,"Lee Child (Author), Scott Brick (Narrator), Random House Audio (Publisher) & 0 more",28278,Amazon,"Blue Moon: Jack Reacher, Book 24","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,Victor Methos,11680,Amazon,A Killer's Wife (Desert Plains Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Luanne Rice,17732,Amazon,Last Day,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Alka Joshi,14789,Amazon,The Henna Artist: A Novel (The Jaipur Trilogy Book 1),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Bonnie Worth,14106,Amazon,Oh Say Can You Say Di-no-saur?: All About Dinosaurs (Cat in the Hat's Learning Library),"[""Books"",""Children's Books"",""Literature & Fiction""]"
,"John Grisham (Author), Michael Beck (Narrator), Random House Audio (Publisher) & 0 more",30098,Amazon,The Guardians: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,"Fiona Valpy (Author), Anne Flosnik (Narrator), Justine Eyre (Narrator), Brilliance Audio (Publisher) & 1 more",25606,Amazon,The Dressmaker's Gift,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]"
,"Fiona Valpy (Author), Heather Wilds (Narrator), Brilliance Audio (Publisher) & 0 more",11365,Amazon,Sea of Memories,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]"
,"Tiffany Jenkins (Author, Narrator), Random House Audio (Publisher)",15251,Amazon,High Achiever: The Incredible True Story of One Addict's Double Life,"[""Books"",""Biographies & Memoirs"",""Community & Culture"",""Women""]"
,"Patricia Cornwell (Author), January LaVoy (Narrator), Brilliance Audio (Publisher) & 0 more",15196,Amazon,"Quantum: A Thriller: Captain Chase, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Espionage""]"
,Hilary Mantel,10740,Amazon,The Mirror & the Light: A Novel (Wolf Hall Trilogy Book 3),"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,T.R. Ragan,12101,Amazon,Don't Make a Sound: A Sawyer Brooks Thriller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Richard Osman,67564,Amazon,The Thursday Murder Club: The Record-Breaking Sunday Times Number One Bestseller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Tarryn Fisher (Author), Lauren Fortgang (Narrator), Harlequin Audio (Publisher) & 0 more",11280,Amazon,The Wives,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Psychological Thrillers""]"
,"Nicholas Sparks (Author), Sean Cameron Michael (Narrator), Vanessa Johansson (Narrator), Hachette Audio (Publisher) & 1 more",12905,Amazon,Every Breath: Booktrack Edition,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
,"Michael Connelly (Author), Christine Lakin (Narrator), Titus Welliver (Narrator), Hachette Audio (Publisher) & 1 more",14978,Amazon,"The Night Fire: A Ballard and Bosch Novel: Harry Bosch, Book 22","[""Books"",""Literature & Fiction"",""Genre Fiction"",""Urban Life""]"
,"David Baldacci (Author), Edoardo Ballerini (Narrator), Hachette Audio (Publisher) & 0 more",12741,Amazon,One Good Deed,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Suzanne Collins (Author), Tatiana Maslany (Narrator), Scholastic Audio (Publisher) & 0 more",28969,Amazon,"Catching Fire: The Hunger Games, Book 2","[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Survival Stories""]"
,"Suzanne Collins (Author), Tatiana Maslany (Narrator), Scholastic Audio (Publisher) & 0 more",33370,Amazon,"Mockingjay: The Hunger Games, Book 3","[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Survival Stories""]"
,"James Patterson (Author), Maxine Paetro (Author), January LaVoy (Narrator), Hachette Audio (Publisher) & 1 more",13721,Amazon,"The 19th Christmas: Women's Murder Club, Book 19","[""Books"",""Literature & Fiction"",""Genre Fiction"",""Holidays""]"
,"Chris Voss (Author), Michael Kramer (Narrator), Tahl Raz (Author), Penguin Audio (Publisher) & 1 more",21322,Amazon,Never Split the Difference: Negotiating as if Your Life Depended on It,"[""Books"",""Business & Money"",""Management & Leadership"",""Negotiating""]"
,Maggie O'Farrell,25957,Amazon,Hamnet: Winner of the Women's Prize for Fiction 2020,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Gregg Olsen (Author), Karen Peakes (Narrator), Brilliance Audio (Publisher) & 0 more",43355,Amazon,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood","[""Books"",""Biographies & Memoirs"",""True Crime"",""Crime & Criminal Biographies""]"
,Melinda Leigh,10275,Amazon,Cross Her Heart (Bree Taggert Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"John Grisham (Author), Michael Beck (Narrator), Random House Audio (Publisher) & 0 more",30098,Amazon,The Guardians: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,"Christy Lefteri (Author), Art Malik (Narrator), Random House Audio (Publisher) & 0 more",19169,Amazon,The Beekeeper of Aleppo: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]"
,"Ibram X. Kendi (Author, Narrator), Random House Audio (Publisher)",23778,Amazon,How to Be an Antiracist,"[""Books"",""Politics & Social Sciences"",""Sociology"",""Race Relations"",""Discrimination & Racism""]"
,"Janet Evanovich (Author), Lorelei King (Narrator), Penguin Audio (Publisher) & 0 more",14669,Amazon,"Twisted Twenty-Six: Stephanie Plum, Book 26","[""Books"",""Literature & Fiction"",""Humor & Satire"",""Humorous""]"
,"Matthew R. Kratter (Author), Mike Norgaard (Narrator), Little Cash Machines LLC (Publisher) & 0 more",13067,Amazon,A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,"[""Books"",""Business & Money"",""Investing"",""Stocks""]"
,"George S. Clason (Author), Michael Rowe (Narrator), Page2Page (Publisher) & 0 more",21870,Amazon,The Richest Man in Babylon,"[""Books"",""Business & Money"",""Finance"",""Wealth Management""]"
,"Suzanne Collins (Author), Santino Fontana (Narrator), Scholastic Audio (Publisher) & 0 more",44191,Amazon,The Ballad of Songbirds and Snakes: A Hunger Games Novel,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Science Fiction""]"
,"Richard Osman (Author, Narrator), Lesley Manville (Narrator), Marian Keyes (Narrator), Penguin Audio (Publisher) & 1 more",67564,Amazon,The Thursday Murder Club,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Cozy""]"
,"Rebecca Skloot (Author), Bahni Turpin (Narrator), Cassandra Campbell (Narrator), Macmillan Australia Audio (Publisher) & 1 more",15236,Amazon,The Immortal Life of Henrietta Lacks,"[""Books"",""Politics & Social Sciences"",""Sociology"",""Race Relations"",""Discrimination & Racism""]"
,Zhang Ling,11184,Amazon,A Single Swallow,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Lucy Foley,54939,Amazon,"The Guest List: From the author of The Hunting Party, the No.1 Sunday Times bestseller and prize winning mystery thriller in 2021","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Glennon Doyle,56480,Amazon,Untamed,"[""Books"",""Biographies & Memoirs"",""Community & Culture""]"
