ISBN10,Author,reviews_count,seller_name,Title,categories
,"Cassandra Clare (Author), Mae Whitman (Narrator), Simon & Schuster Audio (Publisher) & 0 more",10449,Amazon,City of Bones: The Mortal Instruments,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,Cixin Liu,10997,Amazon,The Three-Body Problem (The Three-Body Problem Series Book 1),"[""Books"",""Literature & Fiction"",""World Literature""]"
,Ken Follett,18944,Amazon,Edge of Eternity (The Century Trilogy Book 3),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Randall Munroe,15720,Amazon,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"[""Books"",""Humor & Entertainment"",""Humor""]"
,"Stephen King (Author), Will Patton (Narrator), Simon & Schuster Audio (Publisher) & 0 more",15396,Amazon,Mr. Mercedes: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror""]"
,"Anthony Doerr (Author), Zach Appelman (Narrator), Simon & Schuster Audio (Publisher) & 0 more",53837,Amazon,All the Light We Cannot See: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Military""]"
,"Anthony Doerr (Author), Julie Teal (Narrator), HarperCollins Publishers Limited (Publisher) & 0 more",53837,Amazon,All the Light We Cannot See,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Military""]"
,"David Baldacci (Author), Ron McLarty (Narrator), Orlagh Cassidy (Narrator), Hachette Audio (Publisher) & 1 more",10664,Amazon,The Target,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Terry Hayes (Author), Christopher Ragland (Narrator), Simon & Schuster Audio (Publisher) & 0 more",18995,Amazon,I Am Pilgrim: A Thriller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Political""]"
,"Harper Lee (Author), Sissy Spacek (Narrator), Caedmon (Publisher) & 0 more",53270,Amazon,To Kill a Mockingbird,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Coming of Age""]"
,"Bill O'Reilly (Author, Narrator), Martin Dugard (Author), Macmillan Audio (Publisher) & 0 more",11654,Amazon,Killing Patton: The Strange Death of World War II's Most Audacious General,"[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""World War II""]"
,"Deborah Harkness (Author), Jennifer Ikeda (Narrator), Penguin Audio (Publisher) & 0 more",16685,Amazon,"The Book of Life: All Souls, Book 3","[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror"",""Occult""]"
,"Liane Moriarty (Author), Caroline Lee (Narrator), Penguin Audio (Publisher) & 0 more",28283,Amazon,Big Little Lies,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
,"Leigh Bardugo (Author), Lauren Fortgang (Narrator), Audible Studios (Publisher) & 0 more",14762,Amazon,Ruin and Rising,"[""Books"",""Teen & Young Adult"",""Science Fiction & Fantasy"",""Fantasy"",""Fairy Tales & Folklore""]"
,"David Baldacci (Author), Ron McLarty (Narrator), Orlagh Cassidy (Narrator), Hachette Audio (Publisher) & 1 more",12853,Amazon,The Escape,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Spies & Politics"",""Espionage""]"
,"Emily St. John Mandel (Author), Kirsten Potter (Narrator), Random House Audio (Publisher) & 0 more",13333,Amazon,Station Eleven (Television Tie-in): A Novel,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]"
,"Peter Thiel (Author), Blake Masters (Author, Narrator), Random House Audio (Publisher) & 0 more",10690,Amazon,"Zero to One: Notes on Startups, or How to Build the Future","[""Books"",""Business & Money"",""Job Hunting & Careers"",""Guides""]"
,"Jodi Picoult (Author), Rebecca Lowman (Narrator), Abigail Revasch (Narrator), Kathe Mazur (Narrator), Mark Deakins (Narrator), Random House Audio (Publisher) & 3 more",12866,Amazon,Leaving Time: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]"
,"John Grisham (Author), Catherine Taber (Narrator), Random House Audio (Publisher) & 0 more",25415,Amazon,Gray Mountain: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,"Colleen Hoover (Author), Grace Grant (Narrator), Deacon Lee (Narrator), Simon & Schuster Audio (Publisher) & 1 more",18922,Amazon,Ugly Love,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
,Damien Boyd,10154,Amazon,As the Crow Flies (DI Nick Dixon Crime Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Ray Bradbury (Author), Tim Robbins (Narrator), Audible Studios (Publisher) & 0 more",24966,Amazon,Fahrenheit 451,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""TV, Movie, Video Game Adaptations""]"
1419741934,Jeff Kinney,10239,Clean Earth Books,The Third Wheel (Diary of a Wimpy Kid #7),"[""Books"",""Children's Books"",""Humor""]"
,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",18625,Amazon,"Personal: Jack Reacher, Book 19","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Michael Connelly (Author), Titus Welliver (Narrator), Hachette Audio (Publisher) & 0 more",10989,Amazon,"The Burning Room: Harry Bosch, Book 17","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]"
,"Anna Massey (Narrator), Daphné du Maurier (Author), Hachette Audio (Publisher) & 0 more",10678,Amazon,Rebecca,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Gothic""]"
,"Atul Gawande (Author), Robert Petkoff (Narrator), Macmillan Audio (Publisher) & 0 more",16305,Amazon,Being Mortal: Medicine and What Matters in the End,"[""Books"",""Medical Books"",""Administration & Medicine Economics"",""Health Care Delivery""]"
,"Robert Dugoni (Author), Emily Sutton-Smith (Narrator), Brilliance Audio (Publisher) & 0 more",26260,Amazon,"My Sister's Grave: Tracy Crosswhite, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]"
,"Kristin Hannah (Author), Polly Stone (Narrator), Macmillan Audio (Publisher) & 0 more",80180,Amazon,The Nightingale,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
,"Napoleon Hill (Author, Narrator), Napoleon Hill Foundation (Narrator), Nightingale-Conant (Publisher) & 0 more",57412,Amazon,Think and Grow Rich,"[""Books"",""Business & Money"",""Personal Finance"",""Budgeting & Money Management""]"
,"Bryan Stevenson (Author, Narrator), Random House Audio (Publisher)",20515,Amazon,Just Mercy (Movie Tie-In Edition): A Story of Justice and Redemption,"[""Books"",""Biographies & Memoirs"",""Community & Culture"",""Black & African American""]"
,"Jill Redfield (Narrator), Jeremy York (Narrator), Sylvia Day (Author), Brilliance Audio (Publisher) & 1 more",11041,Amazon,"Captivated by You: Crossfire Series, Book 4","[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Cixin Liu (Author), Luke Daniels (Narrator), Macmillan Audio (Publisher) & 0 more",10997,Amazon,The Three-Body Problem,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Hard Science Fiction""]"
,"Anna Todd (Author), Shane East (Narrator), Elizabeth Louise (Narrator), Simon & Schuster Audio (Publisher) & 1 more",10750,Amazon,After We Fell,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""TV, Movie, Video Game Adaptations""]"
,"Anna Todd (Author), Shane East (Narrator), Elizabeth Louise (Narrator), Simon & Schuster Audio (Publisher) & 1 more",11756,Amazon,"After We Collided: The After Series, Book 2","[""Books"",""Literature & Fiction"",""Genre Fiction"",""TV, Movie, Video Game Adaptations""]"
,"Jeff Kinney (Author), Ramon De Ocampo (Narrator), Recorded Books (Publisher) & 0 more",10783,Amazon,Diary of a Wimpy Kid: The Long Haul,"[""Books"",""Children's Books"",""Growing Up & Facts of Life"",""Friendship, Social Skills & School Life"",""Boys & Men""]"
,"Paula Hawkins (Author), Clare Corbett (Narrator), Louise Brealey (Narrator), India Fisher (Narrator), Penguin Audio (Publisher) & 2 more",87601,Amazon,The Girl on the Train: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Psychological Thrillers""]"
,Ta-Nehisi Coates,18421,Amazon,Between the World and Me,"[""Books"",""Politics & Social Sciences"",""Sociology""]"
,Mark Edwards,10371,Amazon,Follow You Home,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Marie Kondo (Author), Emily Woo Zeller (Narrator), Tantor Audio (Publisher) & 0 more",26780,Amazon,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design"",""How-to & Home Improvements"",""Cleaning, Caretaking & Relocating""]"
,John Grisham,15002,Amazon,Rogue Lawyer: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Michael Crichton (Author), Scott Brick (Narrator), Brilliance Audio (Publisher) & 0 more",10147,Amazon,Jurassic Park: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Thriller & Suspense""]"
,"Stephen King (Author), Will Patton (Narrator), Simon & Schuster Audio (Publisher) & 0 more",10945,Amazon,Finders Keepers: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror""]"
,Leigh Bardugo,18306,Amazon,Six of Crows,"[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
,"Aidan Gillen (Narrator), Sun Tzu (Author), Audible Studios (Publisher) & 0 more",18898,Amazon,The Art of War,"[""Books"",""Business & Money"",""Management & Leadership"",""Leadership & Motivation""]"
,"Ashlee Vance (Author), Fred Sanders (Narrator), HarperAudio (Publisher) & 0 more",13319,Amazon,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","[""Books"",""Engineering & Transportation"",""Engineering"",""Reference"",""Patents & Inventions""]"
,"David Baldacci (Author), Ron McLarty (Narrator), Orlagh Cassidy (Narrator), Hachette Audio (Publisher) & 1 more",19315,Amazon,Memory Man,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Benjamin Graham (Author), Luke Daniels (Narrator), HarperAudio (Publisher) & 0 more",28414,Amazon,The Intelligent Investor Rev Ed.,"[""Books"",""Business & Money"",""Investing"",""Introduction""]"
,"David Lagercrantz (Author), Simon Vance (Narrator), Random House Audio (Publisher) & 0 more",17373,Amazon,"The Girl in the Spider's Web: A Lisbeth Salander Novel, Continuing Stieg Larsson's Millennium Series","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""International Mystery & Crime""]"
,"Yuval Noah Harari (Author), Derek Perkins (Narrator), Random House Audiobooks (Publisher) & 0 more",50060,Amazon,Sapiens,"[""Books"",""History"",""World"",""Civilization & Culture""]"
,"Kathryn Hughes (Author), Rachel Atkins (Narrator), Headline Digital (Publisher) & 0 more",13042,Amazon,The Letter,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
,"Sarah J. Maas (Author), Jennifer Ikeda (Narrator), Recorded Books (Publisher) & 0 more",35943,Amazon,A Court of Thorns and Roses,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,"K. L. Randis (Author, Narrator), Audible Studios (Publisher)",18179,Amazon,Spilled Milk: Based on a True Story,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Biographical""]"
,"Andrzej Sapkowski (Author), Peter Kenny (Narrator), Hachette Audio (Publisher) & 0 more",21862,Amazon,The Last Wish,"[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Anthologies""]"
,"Darin Olien (Author, Narrator), Matt Burns (Narrator), HarperAudio (Publisher) & 0 more",10050,Amazon,"SuperLife: The 5 Forces That Will Make You Healthy, Fit, and Eternally Awesome","[""Books"",""Health, Fitness & Dieting"",""Diets & Weight Loss"",""Detoxes & Cleanses""]"
,"Zachary Webber (Narrator), E. L. James (Author), Random House Audio (Publisher) & 0 more",34483,Amazon,Grey: Fifty Shades of Grey as Told by Christian,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Andrzej Sapkowski (Author), Peter Kenny (Narrator), Hachette Audio (Publisher) & 0 more",10818,Amazon,Blood of Elves,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,"Robert Greene (Author), Richard Poe (Narrator), HighBridge, a Division of Recorded Books (Publisher) & 0 more",33383,Amazon,48 Laws of Power,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Political Science"",""History & Theory""]"
,Matthew FitzSimmons,11173,Amazon,The Short Drop (Gibson Vaughn),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Gene Stone,18231,Amazon,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]"
,"Lee Child (Author), Jeff Harding (Narrator), Random House Audiobooks (Publisher) & 0 more",16494,Amazon,Make Me: Jack Reacher 20,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Crime""]"
,Robert Galbraith,11893,Amazon,Career of Evil (Cormoran Strike Book 3),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Ta-Nehisi Coates (Author, Narrator), Random House Audio (Publisher)",18421,Amazon,Between the World and Me,"[""Books"",""Politics & Social Sciences"",""Sociology"",""Race Relations"",""Discrimination & Racism""]"
,Martha Hall Kelly,13104,Amazon,Lilac Girls: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,VTech,18477,Amazon,"VTech Musical Rhymes Book, Pink","[""Toys & Games"",""Learning & Education"",""Electronic Learning Toys"",""Books""]"
,Kohei HorikoshiCaleb D. Cook,10756,Amazon,"My Hero Academia, Vol. 1: Izuku Midoriya: Origin","[""Books"",""Teen & Young Adult"",""Literature & Fiction""]"
,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",16494,Amazon,"Make Me: Jack Reacher, Book 20","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Leigh Bardugo (Author), Jay Snyder (Narrator), Brandon Rubin (Narrator), Fred Berman (Narrator), Lauren Fortgang (Narrator), Roger Clark (Narrator), Elizabeth Evans (Narrator), Tristan Morris (Narrator), Audible Studios (Publisher) & 6 more",18306,Amazon,Six of Crows,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,"Sarah J. Maas (Author), Elizabeth Evans (Narrator), Audible Studios (Publisher) & 0 more",13843,Amazon,Queen of Shadows,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,MALCOLM X,13577,Amazon,The Autobiography of Malcolm X,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
,"Elle Kennedy (Author), Christian Fox (Narrator), Lorelei Avalon (Narrator), Audible Studios (Publisher) & 1 more",18449,Amazon,The Deal,"[""Books"",""Romance"",""Contemporary""]"
,"Karin Slaughter (Author), Kathleen Early (Narrator), Blackstone Audio, Inc. (Publisher) & 0 more",10050,Amazon,Pretty Girls,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Women Sleuths""]"
,"Kurt Vonnegut (Author), James Franco (Narrator), Audible Studios (Publisher) & 0 more",10947,Amazon,Slaughterhouse-Five,"[""Books"",""Literature & Fiction"",""Humor & Satire"",""Satire""]"
01602244G,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",10626,Amazon,"Echo Burning: Jack Reacher, Book 5","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,"Robert Dugoni (Author), Emily Sutton-Smith (Narrator), Brilliance Audio (Publisher) & 0 more",11094,Amazon,"Her Final Breath: Tracy Crosswhite, Book 2","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]"
,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",10542,Amazon,"Without Fail: Jack Reacher, Book 6","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Michael Greger MD (Author, Narrator), Gene Stone (Author), Macmillan Audio (Publisher) & 0 more",18231,Amazon,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,"[""Books"",""Health, Fitness & Dieting"",""Diets & Weight Loss"",""Other Diets""]"
,"Nicholas Sparks (Author), Christopher Ryan Grant (Narrator), Hachette Audio (Publisher) & 0 more",10934,Amazon,See Me,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
,"Lee Child (Author), Dick Hill (Narrator), Random House Audio (Publisher) & 0 more",19768,Amazon,"Killing Floor: Jack Reacher, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,"Jane Austen (Author), Rosamund Pike (Narrator), Audible Studios (Publisher) & 0 more",24978,Amazon,Pride and Prejudice,"[""Books"",""Literature & Fiction"",""Classics""]"
,"Martin Shaw (Narrator), J. R. R. Tolkien (Author), HarperCollins Publishers Limited (Publisher) & 0 more",10261,Amazon,The Silmarillion,"[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Epic""]"
,"J.K. Rowling (Author), Jim Dale (Narrator), Pottermore Publishing (Publisher) & 0 more",33308,Amazon,"Harry Potter and the Chamber of Secrets, Book 2","[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Social & Family Issues"",""Family""]"
